smiles,scores
CCC1=C(C2=CC(C)=CC=C2F)C(C)=CC3=CC(=O)NC(=O)NC3C1=NCC,-7.9
CCC1=CC2=CC(=O)NC(=O)NC2C3=CC(CC4=CC=CC=C4)CC=C(Cl)C3=C1,-7.1
CC1=CC2=CC(=O)NC(=O)NC2(C)C3C(=C1)C(Cl)=CCC3C4=CC=CC=C4,-6.7
CC1=CC2=CC(=O)NC(=O)NC2C3=CC(C4=CC=CC=C4)CC(=CCl)C3=C1,-8.3
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)CC=CC3=C1C4=CC=C(Cl)C=C4F,-6.4
C=C(C)C=C1OCCC(C)(C2=CC=CC=C2)C=C1C3C=CC(=O)NC3=O,-6.0
CC1=CC2=CC(=O)NC(=O)NC2C3=C1C4=CC(C)=CC=C4CC(Br)=CC3,-6.8
COCC=C(Cl)CC1=C(C2=CC=CC(C)=C2)C(C)=CC3=CC(=O)NC(=O)NC3C1,-6.7
CC1=CC2=CC(=O)NC(=O)NC2C3(C)C(C)=CCC3=C1C4=CC(N)=CC=C4F,-8.4
CC1=CC2=CC(=O)CNC2C3=CC(C)(C4=CC=CC=C4O)CCC3=C1,-7.9
CC1=C(C)C2C(=C(C3=CC=CC(C)=C3)C(O)=CC4=CC(=O)NCNC42)CC1,-5.5
CC1=CC2=CC(=O)NC(=O)NC2C3=CC=CCC3=C1C4=CC=CC(C)=C4,-8.0
CC1=CC(=CCO)C(NC(N)=O)C2=CCC=CC2=C1C3=CC(C)=CC=C3F,-6.6
CC1=CC2=CC(=O)NCC2C3=CC=CC(Br)C3=C1C4=CC=CC(C)=C4,-6.6
CC1=CC2=CC(=O)NC(=O)NC2C3=CCCC(Cl)C3=C1C4=CC=CC=C4F,-7.0
CC1=CC2=CC(=O)NC(=O)NC23C=CC=C(C)C3=C1C4=CC=CC(C)=C4,10000.0
CC1=C2C(=C(C3=CC(C)=CC=C3F)CC4=C2C(=O)NC(=O)NC4)C=CC1,-6.7
CC1=CC2=CCNC(=O)NC2C3=CC(C4=CC=CC=C4)=CC(=O)C3=C1,-7.6
C=CC1=C(C2=CC(C)=CC=C2F)C(C)=CC3=CC(=O)NC(=O)NC3C1=C(C)Br,-8.2
CC1=C2C(=C(C3=CC=CC(C)=C3)C(Br)=CC4=CC(=O)NC(=O)NC42)C(F)C=C1,-6.6
CC1=CC2=CCC(=O)NC2C=C(O)C(=O)C1=CC3=CC=CC(Cl)=C3,-6.4
CC1=C2C(=C(C3=CC(C)=CC=C3F)C(C)=C4C=CCNC(=O)C42C)C=C1,-7.0
CC1=C(C)C2C(=C(C3=CC=CC(O)=C3C)C4=CC(=O)NC(=O)NC42)CC1,-7.5
CC1=CC2=CC(=O)NC(C)NC2C3=C(C)C=CCC3=C1CC4=CC=CC=C4F,-6.8
CC1=CC2=CCNC(=O)NC2C3=CC(=O)CCC3=C1C4=CC=CC(C)=C4,-6.4
CCC1=CC(C)=CC2=CC(=O)NC(=O)NC2C1=CC3=CC=CC=C3,-7.0
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C(C)C4=CC=CC=C4)CCC3=C1,-7.4
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)C=C(Br)CC3=C1C4=CC=CC(C#N)=C4,-8.1
CC1=CC2=C(O)C(=O)NC(=O)NC2C3=C(C)C=CCC3=C1C4=CC(C)=CC=C4F,-7.7
CCC1=CC(=O)NC(=O)NC1C2=CCC(Cl)=C(N)C2=C(C)C3=CC=CC(Cl)=C3,-6.2
CC1=C(C)C2C(=C(C3=CC=CC(CC)=C3)C(O)=CC4=CCNC(=O)NC42)CC1,-6.3
CC1=CC2=CCNC(=O)NC2C3=CC(C)(OC4=CC=CC=C4)CC=CC3=C1,-7.5
C=CC1=CC(=O)NC(=O)NC1C2=CC(C3=CC=CC=C3)C=C(O)CC2=CF,-7.0
CC1=C2C(=C(C3=CC=CC=C3F)C(C)=C4C=CC(=O)NCNC42)C=C(Cl)C1,-6.6
CC=C1C(=C(C2=CC(C)=CC=C2F)C(C)=CC3=CCN=C(CO)NC3)CC=C1,-5.7
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C4=CC=CC=C4)C=CC(C)=C(Cl)C3=C1,-6.9
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)CC(Br)=CC3C4=CC(C)=CC=C41,-6.6
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)CC(Br)=CC3=C1C4=CC(C)=CC=C4N,-8.4
CC1=CC2=CCNC(=O)NC2C3=CC(=O)N=C(N)C3=C1C4=CC=CC(C)=C4,-7.7
CC=C1C2=CC(=O)NC(=O)NC2C3=CC(C)CC(CCC4=CC=CC=C4)=C3C=C1,-7.0
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)C(O)=CC(Cl)C3=C1C4=CC=CC=C4O,-8.4
CC1=CC2=CC(=O)NC(=O)NC2C3=CC(C)(C4=CC=CC=C4)CCCC3=C1O,-8.0
O=C1C=C2C=CCC=C3C=CCC(C4=CC=CC=C4)C=C3C2CNC(=O)N1,-6.1
CC1=CC2=CC(=O)NC(=O)NC2C3=CC(Br)=C(NNO)C3=C1C4=CC=CC(Cl)=C4,-8.8
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C=CC3)C1C4=CC(Cl)=CC=C4F,-7.9
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)C(C)C=CC3=C1CC4=CC=CC(C)=C4,-6.4
CC1=CC2=CC(=O)NC(=O)NC2C3=CC(Br)=C(NNO)C3=C(C4=CC=CC=C4)C1,-7.7
CC1=CC2=CC(=O)NC(=O)NC2C3=CC(O)C=C4CC5=CC=CC=C5C1=C34,-8.7
CC1=CC2=CC(=O)NC(=O)NC2C3=CC=CCC3=C1C4=CC(F)=CC=C4Br,-7.9
CC1=CC2=CC(=O)C=NC2C3=CC(Br)=C(NNO)C3=C1C4=CC=CC=C4,-8.7
CCC1=CC2=CC(=O)NC(=O)NC2C3=C(C)C=C(C)CC3=C1C4=CC=CC4,-7.3
C=C1C=C2C=C(C)C(C3=CC(C)=CC=C3F)=C4CC=CC=C4C2NC(=O)N1,-7.6
CC1=CC2=CC(=O)[NH1]C(=O)N2CC3=CCC(Cl)=C(N)C3=C1C4=CC=CC(Cl)=C4,-7.1
CC1=CC2=C(O)CNC(=O)NC2C3=CC(C4=CC=CC=C4F)=CCC3=C1,-8.3
CC1=CC2=CC(=O)CN(O)C2C3=CC(C)(C4=CC=CC=C4)CCOC3=C1,-6.7
C=CC1=C(C2=CC(C)=CC=C2F)C(C)=CC3=CC(=O)NC(=O)NC3C1,-8.0
CC1=CC2=CC(=O)NC(=O)NC2C3=CC4=CC=CC=C4CC(=C=O)C3=C1,-7.1
CC1=CC=C(F)C(C2=CC=CC3=C2C=CC4=CC(=O)NC(=O)NC43)=C1,-6.4
CC1=CC2=CC(=O)NC(=O)NC2C3=CCC(C4=CC=CC=C4F)CC3=C1,-6.1
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)C=CCC3=C1C4=CC(C)=CC=C4Br,-7.2
CC1=CC=2C(C3=CC=CC=C13)=C(OC=CC4=COC=CC4)C(=O)NN(O)C=2O,-7.1
CC1=CC2=C(O)C(=O)NC(=O)NC2C(=CF)C(CC=CC3=CC=CC=C3)=C1,-6.8
CC1=CC2=CC(=O)NC(=O)NC2C3=CCN=C(CN)C3=C1C4=CC=CC(C)=C4,-7.9
CC1=C2C(=C(C3=CC(C)=CC=C3F)C=CC4=CC(=O)NCNC42)C=CC1,-6.7
CC1=CC2=CC(=O)NC(=O)NC2C3=CC(Br)=CCNC3=C1C4=CC=CC(Cl)=C4,-8.4
CCC1=CC2=CC(=O)NC(=O)NC2C3=CC(C4=CC=CC=C4F)CC=CC3=C1,-7.5
CC1=CC(=C(C2=CC(Cl)=CC=C2F)C3=CC(=O)NC(=O)N(C)C13C=C)C,-6.7
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)CC=C(C)C3=C1C4=CC=CC(F)=C4,-8.2
O=C1C=C2C(O)=C3C4=C(CCC=C4C2NC(=O)N1)CC5=CC=CC=C53,-6.9
C=C1C=CCC(C)(C2=CC=CC=C2)C=C1C3NC(=O)NC(=O)C=C3CS,-6.3
NCC1=CC=CC=C1C2=CC3=CC(=O)NC(=O)NC3C4=CCC=C(O)C4C2,-8.2
CC1=CC2=CC(=O)NC(=O)NC2C3=CCC(C)=C(C)C3=C1CC4=CC=CC=C4,-6.8
CC1=C(C)C2C(=C(C3=CC=CC(C)=C3)C(C)=C4CC(=O)NC(=O)NC42)CC1,-7.3
CC1=CC2=C(O)CNC(=O)NC2C3=CC(C4=CC=CC=C4)C(C)=CNC3=C1,-7.8
CC1=CC2=CC(=O)NC(=O)NC2C(=C(C)C)C(C)=C1C3=CC(Br)=CC=C3F,-8.2
O=C1C=C2C(O)=CCC3=CC=CCC(C4=CC=CC=C4)C=C3C2NCN1,-7.0
CC1=CC2NC(=O)NC(=O)C=C2C=C(C)C(C3=CC=CC=C3N)=C1,-6.0
C=C1C2=CC(=O)NC(=O)NC2C3=CC(Br)=C(ONO)C3=C1C4=CC=CC=C4,-6.7
CC1=CC=C(F)C(C2=C3C=CCC=C3C4NC(=O)NCC=C4CC=C2)=C1,-6.9
CCC1=CC2=CC(=O)NC(=O)NC2C3=C(C)C=CCC3=C1C4=CC=C(F)C=C4,-6.9
CC1=CC=2C(C3=CC=CC=C13)=C(OC=C4C=CC=CC4)C(=O)NN(SO)C=2O,-6.8
CC1=CC2=CC(=O)NC(=O)C2C3=C(N)C=CC(C)C3=C1C4=CC=CC(Cl)=C4,-6.6
CC1=CCC(C)=C2C1=C(C3=CC=CC=C3)C(Cl)=CC4=CC(=O)NC(=O)NC42,-7.2
CC1=CC2=CC(=O)NC(=O)NC2C3=CC=C(Br)CC3=C1C4=CC=CC(CS)=C4,-7.8
CC=C1C2=CC(=O)NC(=O)NC2C(=C(C)CC=CS)N=C1C3=CC(Cl)=CC=C3F,-7.2
CC1=CC2=C(C)C(=O)NC(N)C2C3=C(C=CCC3)C=C1C4=CC=CC=C4,-7.3
CCC1=CC2=CC(=O)NC(=O)NC2C3=CCC=CC3=C1C4=CC=CC=C4,-7.5
C1C=CC2=C(C)C(=O)NC(=O)NC2C3=CC(C4=CC=CC=C4)=CCC13,-7.1
CC1=CC2=CC(=O)NC(=O)NC2C(=C(C)C)CC(Cl)=C1C3=CC=CC=C3F,-6.8
COC1=CC2=CC(=O)NC(=O)NC2C3=C(C=CCC3F)C=C1C4=CC=CC=C4F,-7.9
CC1=CC2=CC(=O)NC(=O)NC2C3=C(Br)C=CC(Cl)C3=C1C4=CC=C(O)C(C)=C4,-7.7
CC1=CC2=CCNC(=O)NC2C3=CCC(Cl)=C(N)C3=C1C4=CC=CC(Cl)=C4,-7.5
CC1=CC2=CC(=O)NC(=O)NC2C3=CC(C4=CC=CC=C4)C=CCC3=C1O,-8.1
CC1=CC=CC=C1C2=CC3=CC(=O)NC(=O)NC3C4=CCC=C(S)C4C2,-8.4
CC1=CC2=CC(=O)NC(=O)NC2C3C(=C1C4=CC(C)=CC=C4F)C=CC3C,-8.4
C1=CC=C2C1=C(C3=CC=CC=C3F)C(C)=CC4=CCNC(=O)NC42CC=C,-5.8
CC1=CC2=CCNC(=O)NC2C3=C(O)C(C)(C4=CC=CC=C4)CCOC3=C1,-7.1
CC1=CC2=C(O)C(=O)NCNC2C3=CC(CC4=CC=CC=C4)=CC13C,-7.0
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)C(N)=C4CC5=CC=CC=C5C1=C34,-7.9
CC1=CC2=CC(=O)NC(=O)NC2CC3=C1C4=CC=CC(C)=C4C(C)CC=C3Cl,-6.9
CC1=CC2=CC(=O)NC(=O)NC2C3=CC(C4=CC=CC(F)=C4)COC3=C1,-7.6
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)CC=C(Cl)C3=C1C4=CC(C)=CC=N4,-8.3
COC1=CC2=C(O)CNC(=O)NC2C3=CC(C4=CC=CC=C4)C=CCC3=C1,-7.6
CC1=CC2=CC(=O)NC(=O)NC2C(=CBr)C3=C1C4=CC=CC=C4CC3=C,-6.5
CC1=CC2=C(C)C(=O)NC(=O)NC23C(C)=CCCC3=C1C4=CC=CC(C)=C4,-6.5
CCC1=CC2=CC(=O)NC(=O)NC2C3CCC=CC3=C1C4=CC(C)=CC=C4F,-8.0
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)C(S)C(Br)=CC3=C1C4=CC=CC(C)=C4,-8.5
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)CC(Cl)=CC3=C1CC4=CC=CC(N)=C4,-7.3
CC(=O)NC(=O)NC1CC=C(C)C(C2=CC=CC(C)=C2)=C3C=CCC(C)N31,-6.1
CC1=CC=CC(C2=C3CC(Br)=CC=C3C4NC(=O)C(=O)C=C4C=C2)=C1,-7.2
CC1=C2C(=C(C3=CC=CC(C)=C3)CC=C4C=CC(=O)NC(=O)C42)C=C(Br)C1,-6.4
CC1=CC2=C(O)C(=O)NCN(O)C2C3=CC(C4=CC=CC=C4)CC=CC3=C1,-8.0
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)C=CC(F)C3=C1C4=CC=CC(Cl)=C4,-8.3
COC1=CC2=CC(=O)NC(=O)NC2C3=CCC=CC3=C1C4=CC(C)=CC=C4F,-8.5
CC1=CC=C2C(=O)NC(=O)C2C3=CC(C4=CC=CC=C4)C=C(O)C(=O)C3=C1,-6.7
C=C1C=C(C)C=C2C1=C3C=CCC=C3C(=O)CC=C2,-6.0
CC1=CC2=CC(=O)NC(=O)NC2C3=CCC(C)C=C(Cl)C3=C1C4=CC=CC(C)=C4,-6.9
CC1=CC2=CC(=O)NC(=O)C2C3=C(C)C=CC(N)C3=C1C4=CC=CC=C4C,-6.9
CC1=CC2=C(O)C(=O)NC(=O)NC2C(=CCC=C=O)C=C1C3=CC=CC=C3,-8.0
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)C=CC(Cl)C3=C1C4=CC=CC(F)=C4,-8.5
CC1=CC=CC(C=C2C3CC=CCC(C)N3C4NC(=O)NC(=O)C=C24)=C1,-7.8
CC1=CC2=C(O)C(=O)NCNC2C3=CC(=CC4=CC=CC=C4)C=CC3=C1,-6.1
CC1=CC2=CC(=O)NC(=O)NC2C3=CCC(C)=CC3=C1C4=CC(C)=C5C=C45,-7.3
CC1=C2C(O)CNC(=O)NC2C3=CC(C4=CC=CC=C4)C=CCC3=C1,-6.8
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)C=CCC3=C1C4=CC(C)=CCC4,-8.2
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)CC(C)(Cl)C3=C1CC4=CC=CC=C4,-6.7
CC1=CC2=CC(=O)NC(=O)NC2C3=C(N)CC(Cl)=CC3=C1CC4=CC=CC=C4F,-7.8
CC1=CC2=CC(=O)NC(=O)NC2C3=CCN=CC3=C1C4=CC(C)=CC=C4F,-8.5
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)C(C)(C4=CC=CC=C4)CCC3=C1,-7.2
CC1=CC2=C(C)C(=O)NC(=O)NC2C3=C(C=CCC3)C=C1CC4=CCC=CC4,-8.1
CC1=CC2=C(C)C(=O)NC(=O)NC2C3CC=C(Br)CC3=C1C4=CC=CC(C)=C4,-6.8
CC1=CC2=CC(=O)NC(=O)NC2C3=CCN(C)CC3=C1C4=CC=CC(C)=C4,-7.3
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)C=CC4=C3C1=C5C=CCN=C5C4,-6.9
CC1=CC2=CC(=O)NC(=O)NC2=C3C=CC(Cl)C3=C1C4=CC=CC(C)=C4C,-6.3
CC1=CC2=CC(=O)NCC2C3C(C)=C(C)CCC3=C1OC4=CC=CC(O)=C4,-7.2
CC1=CC2=C(CO)NCNC2C3=CC(C4=CC=CC=C4)=CC(=O)C3=C1,-7.1
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)C(Br)=CCC3=C1C4=CC=CC(C)=C4F,-8.4
CC1=CC2=CC(=O)NC(=O)NC23C=CC=C(C)C3=C1C4=CC(C)=CC=C4F,-7.1
CC1=CCC2C(=C1Br)C3(O)NC(=O)NC(=O)C=C3C=C(C)C4=CC=CC=C42,-6.5
CC1=CC2C(=O)NC(=O)NC2C3=C(C=CCC3)C=C1C4=CC=CC=C4F,-7.8
CC=C1C=C(C2=CC=CC(N)=C2)C(C)=CC3=CC(=O)NC(=O)NC13,-7.3
CC1=CC=CC=C1CC2CC3=CC(=O)NC(=O)NC3C4=CC=CCC24,-7.1
CC1=COC2=CC(=O)NC2C3=CC(C4=CC=CC=C4)C=CCC3=C1,-6.7
CC1=CC2=C(O)CNC(=O)NC2C3=CC(C4=CC=CC=C4)=CNC3=C1,-8.2
CCC1=CC2=CC(=O)NC(=O)NC2C3=CC(C4=CC=CC(F)=C4)C=CC3=C1,-7.2
COC1=CC2=CC(O)CNC2C3=C(C)CC(Cl)=CC3=C1C4=CC=CC(C)=C4,-7.6
CCC1=CC2=CC(=O)NC(=O)NC2C3=CC(C4=CC=CC=C4)CC=CC3=C1,-7.1
CC1=CC2=C(O)C(=O)CNC2C3=CC(C4=CC=CC=C4)CC=CC3=C1,-9.0
CC1=CC2=CC(=O)NC(=O)NC2C3=CC=CC=C3C4=C(F)C=CC(C)=C41,-7.3
CC1=CC2=CCNC(=O)C2C3=C(C)CC=C(Cl)C3=C1C4=CC=CC(O)=C4,-7.1
CC1=CC2=C(O)CNC(=O)NC2C3=CC(C4=CC=CC=C4C)C=CC=C3C1,-6.5
CC1=C2C(=C(C3=CC(C)=CC=C3F)C(C)=C4C=CC(=O)NNC42C)C=C1,-6.7
CCC1=CC2=CC(=O)NC(=O)NC2C3=C(C)CC=C(F)C3=C1C4=CC=CC=C4,-8.0
CCCC1=C(C2=CC(N)=CC=C2F)CC=CC3=CC(=O)NC(=O)NC3C1,-5.7
C=C1C2=CC(=O)NC(=O)NC2C3=C(C)C=CC(Br)C3=C1C4=CC=CC(Cl)=C4,-6.8
CC1=CC2=CC(=O)NCNC2C3=CC(=O)CC=CC3=C1C4=CC(Cl)=CC=C4F,-8.2
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)C=C(S)C(F)C3=C1C4=CC=CC(C)=C4,-8.1
CC1=C(C)C2C(=C(C3=CC=CC(C)=C3)C(C)=C4CCNC(=O)NC42)CC1,-7.4
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)C(C)(C)CC3C4=CC=CC=C41,-7.3
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)C=C(Br)CC3=C1CC4=CC=CC(N)=C4,-7.2
CC1=CC2=CCNC(=O)N2C3=CC(C4=CC=CC=C4)C=CCC3=C1,-7.3
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C=CCC3C)C4=C(F)C=CC(C)=C41,-7.2
CC1=CC2=CC(=O)NC(=O)NC2C3=CCCCC3=C1C4=CC=CC(O)=C4,-8.0
CC1=CC2=CC(=O)NC(=O)NC2C3=CCC(C)=C(CC4=CC=CC(Cl)=C4)NC13,-6.3
CCC1=CC=CC(C2=C3C(=C(Br)C=CC3Cl)C4NC(=O)NC(=O)C4=C2C)=C1,-7.1
CC1=CC2=C(O)CNC(=O)NC2C3=CC(=CC4=CC=CC=C4)CC=CC3=C1,-7.1
CC1=CC2=CC(=O)NC(O)NC2C3=C(C)C=CCC3=C1C4=CC(C)=CC=C4F,-7.7
CC1CC=C2CC=CC(C3=CC=CC=C3)C=C2C4NC(=O)NC(=O)C=C41,-6.9
CC1=CC2=CC(N)C(=O)NC2C3=C(C)C=CC(=O)C3=C1C4=CC=CC(C)=C4,-7.6
CC1=C2C=CC(=O)NC(=O)N2C3=CC(C)(C4=CC=CC=C4)CCC3=C1,-6.7
CCC=C1C(=O)NC(=O)NC1C2=C(C)CC=CC2=CC3=CC(C)=CC=C3F,-6.0
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)CC(Cl)=CC3=C1C4=CC=CC(S)=C4,-8.2
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C=CCC3)C=C1C4=CC=CC=C4NO,-6.8
O=C1C=C2C=CCC(C3=CC(Cl)=CC=C3F)=C4CCC=C4C2NC(=O)N1,-7.2
CC1=CC2=C(O)CNC(=O)NC2C3=C(C)C=CCC3=C1C4=CC=CC(F)=C4,-7.5
CC1=CC2=CC(=O)NC(=O)NC2C(=C=S)C(C)=C1C3=CC(Cl)=CC=C3F,-7.9
CC1=CC2=CC(=O)NC(=O)NC2C3=CCN=C(N)C3=C(C4=CC=CC(Cl)=C4)C1,-7.8
CC1=CC2=CC(=O)NC(=O)NC2C3=CC(C)C=C(CC4=CC=CC=C4)C3=C1N,-6.4
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)C(Br)=CC3=C1C4=CC=CC=C4,-8.0
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)C=C(Br)CC3=C1C4=CC(C)=CC(O)=C4,-8.4
CCC1=CC2=CC(=O)NC(=O)NC2C3=CC(C4=CC=CC=C4)CC=C(Br)C3=C1,-7.5
C=C1C2=CC(=O)NC(=O)NC2C3=CC=C(Br)CC3=C1C4=CC=CC(C)=C4,-7.3
CNC1=CC2=CC(=O)NC(=O)NC2C3=CCC=CC3=C1C4=CC(C)=CC=C4F,-8.4
CC1=CC=C2C(Br)=CCC(C3=CC=CC=C3)C=C2C4NC(=O)NCC4=C1,-7.0
CC1=CC2=C(O)C(=O)NCNC2C3=C(CC4=CC=CC=C4)CC=CNC3=C1,-6.5
CC1=CC2=CC(=O)NC(=O)NC2C3=CC(C4=CC=CC(F)=C4)COCC3=C1,-8.6
CC1=CC2=CC(=O)NC(=O)NC2C3=CC=C(C)C3=C1C4=CC(C)=CC=C4F,-6.5
CC1=C2C=C(O)NC(=O)NC2C3=CC(C4=CC=CC=C4)C=CCC3=C1,-6.7
CC1=CC2=CC(=O)NNC2C3=CCC=CC3=C1C4=CC(C)=CC=C4F,-7.6
CC1=CCC2=C(C3=CC=CC=C3)C(C)=CC4=CC(=O)NC(=O)NC4C2=C1,-6.8
CC1=C(C)C2C(=C(C3=CC=CC(N)=C3)C(C)=C4C=CC(=O)NC(=O)NC42)CC1,-6.7
COC1=CC2=CC(=O)NC(=O)NC2C3=CCC=CC3=C1C4=CC=CC=C4F,-8.2
CC1=CC2=CC(=O)NC(=O)NC2C3=CC(Cl)CC3=C1C4=CC=CC(C)=C4,-8.3
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)CN=C(C)C3=C1C4=CC=CC=C4,-8.0
CC1=CC=CC(C2=C3CC(Br)=CC=C3C4NC(=O)NC(C)C=C4C=C2)=C1,-8.1
CC1=CCC2=C(C3=CC=CC=C3)C(C)=CC4NC(=O)NC4(O)C2=C1Br,-7.4
CC1=CC2=C(O)CNC(=O)NC2C3=CC(CC4=CC=CC=C4)C=CC3=C1,-7.6
CC1=C2C(=C(C3=CC=CC(C)=C3)CC4=CC(=O)NC(=O)NC42)CC=C1Br,-6.9
CC=C1C(=C(C2=CC(C)=CC=C2F)C=CC3=CC(=O)NC(C)NC31)C=C,-7.1
CC1=CC2=CONC(=O)N(O)C2C3=CC=CCC3=C1C4=CC(C)=CC=C4F,-7.3
CC1=C(N)C2=CC(=O)NC(=O)NC2C(=CCC3=CC=CC=C3)C(CC#N)=C1,-7.0
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)N=C(N)C3=C1C4=CC=CC(C)=C4,-8.5
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)C=CC3=C1C4=CC(Cl)=CC=C4F,-8.3
CCC1=C2C(=C(C3=CC=CC(C)=C3)C(O)=CC4=CC(=O)NCNC42)C=C1O,-6.3
CC1=CC2=CC(=O)NC(=O)NC2C3=CC(C4=CC=CC=C4)C(O)C=C(Br)C3=C1,-8.6
CC1=CC2=CC(=O)NC(=O)NC2C3=CC(CC4=CC=CC=C4)C=C(Br)C=C3S1,-6.7
CC1=CCC(OCC(N)=O)C2=CC(C3=CC=CC=C3)CC=C(Br)C2=C1,-6.6
COC1=CCC2=C(C3=CC=CC=C3)C(C)=CC4=CC(=O)NC(=O)NC4(O)C2=C1Br,-8.0
CC1=CC=CC(C2=C3CC=CC=C3C4NC(=O)NC(=O)C=C4C=C2F)=C1,-7.3
CC1=CC2=C(O)C(=O)NC(=O)NC2C3=CCC(C4=CC=CC=C4)C=CC3=C1,-6.9
CC1=CC2CCNC(=O)NC2C3=CC(C4=CC=CC=C4)=CCC3=C1,-7.5
CC1=C2C(=C(C3=CC(Cl)=CC=C3F)CCC4=CC(=O)NC(C)NC42)C=CC1,-7.0
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)C=C(Br)CC3=C1C4=CC(C)=CC(N)=C4,-7.1
CC1=CC2=CC(=O)NC(=O)NC2CC3=C1C4=C(F)C=CC(C)=C4CC=C3,-7.0
CC1=CC2=CC(=O)NC(=O)NC2C3=CCC(Cl)=C4C3=C1C5=C(C)C=CC=C54,-7.3
CC1=CC2=CNNC(=O)NC2C3=CC=CCC3=C1C4=CC(Br)=CC=C4F,-7.8
CC1=CC=CC(C2=C3C(=CCN=C3N)C4NC(=O)NC(=O)C=C4C=C2Br)=C1,-6.7
CC1=CC2=CC(=O)NCN(O)C2C3=CC(C)(C4=CC=CC=C4)CCC3=C1,-7.3
CC1=CCC2=C(C3=CC=CC=C3)C(C)=C4C=CC(=O)NC(N)C4(O)C2=C1Br,-6.8
CC=CC1=CC(=O)NC(=O)NC1C2=C(C)CC=C(F)C2=NC3=CC=CC(C)=C3,-6.4
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)C=CCC3=C1C4=CC=CC(C)=C4,-8.4
CC1=CC2=CC(=O)NC(=O)NC2C3=CC(C)N(C)C(C4=CC=CC=C4)C3=C1,-6.7
CC1=CC2=CC(=O)NC(=O)NC2C3=C(C)CC(Br)=CC3=C1C4=CC=CC(C)=C4O,-8.7
CC1=CC2=CC(=O)NC(=O)NC2C3=CC=CCC3=C1C4=CC=CC(C)=C4Br,-8.0
CC=CC1=CC(=O)NC(=O)NC1C2=CC(Br)=C(ONO)C2=C(Cl)C3=CC=CC=C3,-6.3
CC1=CC2=CC(=O)NC(=O)NC2C3=CC4=CC=CC=C4C=C(Br)C3=C1,-6.8
CC1=CC2=C(O)C(=O)NCNC2C3=CC4=CC=CC=C4C3C1,-7.1
CC1=C2C(=C(C3=CC(O)=CC=C3F)CC4C(=O)NC(=O)NC24)C=CC1,-7.1
C=C1C=C2C=C(O)C(C3=CC=CC=C3)=C4C(=CC(Br)=C4ONO)C2NC(=O)N1,-6.0
CC1=CC2=C(O)C(=O)NCNC2C(=C3C=CCC3C4=CC=CC=C4)C=C1,-6.8
CC1=CC2=NC(=O)NC2C3=CC(C)(C4=CC=CC=C4)CC=CC3=C1,-7.4
CC1=C2C(=C(C3=CC(C)=CC=C3F)CC=CC4=CC(N)C(=O)NC42)C=CC1,-6.7
C=C1C=C(C)C=C2C1=C3C=CCC=C3C4NC(=O)NCC4=C2,10000.0
CC1=CC2=C(O)C(=O)NCNC23C=C(C4=CC=CC=C4)CCC3=C1,-6.6
CC1=C(O)C2=CCNC(=O)NC2C3=CC(C)(C4=CC=CC=C4)CCOC3=C1,-8.3
CC1=CCC2=C(C3=CC=CC=C3Br)C(C)=CC4=CC(=O)NC(=O)NC4(O)C2=C1,-6.1
CC1=CC2=C(O)C(N)C(=O)NC2C3=C(C)CC(Cl)=CC3=C1C4=CC=CC(C)=C4,-7.1
C=C1C(Br)=CC2=C(C3=CC=CC(C)=C3)C(C)=CC4=CC(=O)NC(=O)NC4C2=C1C,-7.3
